Date,Close,High,Low,Open,Volume,MA20,DailyReturn,Volatility20
2024-06-06,194.04,196.06,193.73,195.25,41181800,189.7815,-0.007112521107301872,0.00904033724783544
2024-06-07,196.45,196.5,193.7,194.21,53103900,190.40900000000002,0.012420119562976728,0.009151480050793404
2024-06-10,192.68,196.86,191.72,196.46,97262100,190.911,-0.019190633749045505,0.01022777782498338
2024-06-11,206.68,206.69,193.19,193.21,172373300,191.952,0.07265933153414994,0.01850223304951436
2024-06-12,212.59,219.7,206.43,206.9,198134300,193.231,0.028594929359396115,0.01921209699861936
2024-06-13,213.76,216.26,211.12,214.26,97862700,194.4545,0.00550355143703829,0.019167815805319968
2024-06-14,212.01,214.69,210.82,213.37,70122700,195.5845,-0.008186751497005984,0.019404257983259652
2024-06-17,216.18,218.46,212.24,212.89,93728300,196.9215,0.019668883543229265,0.01959386235849159
2024-06-18,213.81,218.14,212.52,217.1,79943300,198.0815,-0.010963086316958082,0.01999336070400598
2024-06-20,209.21,213.76,208.38,213.45,86172500,198.946,-0.021514428698377053,0.02091054917559303
2024-06-21,207.02,211.41,206.64,209.92,246421400,199.7735,-0.010467950862769415,0.021009021847040982
2024-06-24,207.67,212.22,206.12,207.25,80727000,200.834,0.0031397932566901154,0.02014640093325639
2024-06-25,208.6,210.9,208.14,208.68,56713900,201.7865,0.004478258775942656,0.019980202952211763
2024-06-26,212.77,214.38,210.17,211.02,66213200,202.947,0.01999041227229159,0.020217188840572085
2024-06-27,213.62,215.25,211.87,214.21,49772700,204.135,0.003994924096442087,0.020196753065265572
2024-06-28,210.15,215.58,209.83,215.28,82542700,205.09949999999998,-0.01624379739724746,0.020807070869102905
2024-07-01,216.26,217.02,211.44,211.61,60402900,206.32150000000001,0.029074470616226478,0.021490722132778913
2024-07-02,219.77,219.88,214.62,215.66,58046200,207.63049999999998,0.016230463331175615,0.02159893898515751
2024-07-03,221.05,221.05,218.54,219.5,37369800,208.9875,0.005824270828593603,0.021568993628969933
2024-07-05,225.83,225.94,221.15,221.15,60412400,210.50750000000002,0.02162406695317798,0.021823141255300996
2024-07-08,227.31,227.34,222.75,226.58,59085900,212.171,0.006553602267192149,0.021554609018971337
2024-07-09,228.16,228.88,225.86,227.42,48076100,213.75650000000002,0.003739386740574613,0.021551699613008873
2024-07-10,232.45,232.55,228.73,228.78,62627700,215.74499999999998,0.01880259467040668,0.020712429552224933
2024-07-11,227.06,231.87,225.26,230.87,64710600,216.76399999999998,-0.02318778231877816,0.01588633362595383
2024-07-12,230.02,232.12,228.16,228.4,53046500,217.6355,0.013036201884964349,0.015018741523805315
2024-07-15,233.87,236.7,232.56,235.95,62631300,218.64100000000002,0.016737674984783846,0.015283521028368958
2024-07-16,234.29,235.74,231.81,234.47,43234300,219.75500000000002,0.0017958695001496494,0.015003829602115624
2024-07-17,228.36,230.94,226.13,228.93,57345900,220.36399999999998,-0.02531051261257411,0.016042680471597157
2024-07-18,223.67,229.92,221.77,229.76,66034600,220.85700000000003,-0.020537747416360275,0.01660993078615134
2024-07-19,223.8,226.29,222.78,224.31,49151500,221.58650000000003,0.000581213394733382,0.01564311557026145
2024-07-22,223.46,227.27,222.59,226.5,48201800,222.4085,-0.0015192135835567777,0.015347978567453173
2024-07-23,224.5,226.43,222.18,223.86,39960300,223.25,0.004654076792266926,0.015347557271213185
2024-07-24,218.05,224.29,216.64,223.5,61777600,223.72250000000003,-0.02873051224944312,0.017002131176203177
2024-07-25,217.0,220.35,214.14,218.44,51391200,223.93400000000003,-0.0048154093097914075,0.016546650734115705
2024-07-26,217.47,219.0,215.52,218.21,41601300,224.1265,0.002165898617511486,0.016534947393439834
2024-07-29,217.75,218.81,215.26,216.47,36311800,224.50650000000002,0.0012875339127236263,0.01602829661279504
2024-07-30,218.31,219.83,215.63,218.7,41643800,224.609,0.0025717566016074667,0.0147043057715266
2024-07-31,221.58,223.32,220.13,220.94,50036300,224.6995,0.014978700013742019,0.014636671109812214
2024-08-01,217.87,223.97,216.53,223.86,62501000,224.5405,-0.01674338839245426,0.015069139365568486
2024-08-02,219.36,225.09,217.22,218.66,105568600,224.21699999999996,0.006838940652682757,0.01426171126649579
2024-08-05,208.8,213.02,195.56,198.64,119548600,223.29149999999998,-0.0481400437636762,0.01753380229890032
2024-08-06,206.76,209.52,200.62,204.84,69660500,222.22150000000002,-0.009770114942528885,0.017476444886822172
2024-08-07,209.35,213.16,205.92,206.43,63516400,221.06650000000005,0.012526600889920747,0.01708291275213143
2024-08-08,212.83,213.72,208.36,212.63,47161100,220.35500000000002,0.016622880343921675,0.01718091420987777
2024-08-09,215.75,216.29,211.49,211.62,42201600,219.6415,0.013719870319033989,0.017215330305042357
2024-08-12,217.29,219.27,215.36,215.83,38028100,218.8125,0.0071378910776360716,0.016762324791870568
2024-08-13,221.03,221.65,218.77,218.77,44155300,218.1495,0.017212020801693706,0.017363984055272806
2024-08-14,221.48,222.78,219.46,220.33,41960600,217.80550000000002,0.002035922725421857,0.016552826124172276
2024-08-15,224.47,225.1,222.52,224.35,46414000,217.8455,0.01350009030160737,0.016227809018553162
2024-08-16,225.8,226.58,223.4,223.67,44340200,217.94549999999998,0.005925067937809114,0.01627650404234869
2024-08-19,225.64,225.74,222.79,225.47,40687800,218.05450000000002,-0.0007085916740479092,0.01627202874993839
2024-08-20,226.26,226.92,225.2,225.52,30299000,218.14249999999998,0.0027477397624535715,0.016252686144555606
2024-08-21,226.15,227.73,224.8,226.27,34765500,218.54749999999999,-0.0004861663572880426,0.01473357068773498
2024-08-22,224.28,228.09,223.65,227.54,43695300,218.9115,-0.008268848109661775,0.014836665339160645
2024-08-23,226.59,227.97,224.08,225.41,38677300,219.3675,0.010299625468164875,0.014959412303634359
2024-08-26,226.93,227.03,223.64,226.51,30602200,219.82650000000004,0.0015005075246039556,0.014958831074233729
2024-08-27,227.78,228.6,224.64,225.75,35934600,220.3,0.0037456484378441957,0.014962772189875911
2024-08-28,226.24,229.61,225.43,227.67,38052200,220.533,-0.006760909649661917,0.014776661352752967
2024-08-29,229.54,232.66,228.63,229.85,51906300,221.1165,0.014586280056577028,0.014437035721756395
2024-08-30,228.75,230.15,227.23,229.94,52990800,221.586,-0.0034416659405768213,0.014465400692631136
2024-09-03,222.53,228.75,220.93,228.3,50190600,222.27249999999998,-0.027191256830601085,0.010962917977739746
2024-09-04,220.61,221.54,217.24,221.42,43840200,222.965,-0.008628050150541466,0.010894308041172336
2024-09-05,222.14,225.23,221.28,221.39,36615400,223.60449999999997,0.006935315715515866,0.01071545117039827
2024-09-06,220.58,224.99,219.53,223.7,48423000,223.99200000000002,-0.007022598361393628,0.010436913522061936
2024-09-09,220.67,221.03,216.47,220.58,67180000,224.23799999999997,0.0004080152325685038,0.010057109408517863
2024-09-10,219.87,221.24,216.49,218.68,51591000,224.36700000000002,-0.0036253228803189153,0.010009170162988676
2024-09-11,222.42,222.84,217.65,221.22,44587100,224.43649999999997,0.011597762314094595,0.009589824856207836
2024-09-12,222.53,223.3,219.58,222.26,37498200,224.48900000000003,0.0004945598417409602,0.009581815963900498
2024-09-13,222.26,223.79,221.67,223.33,36766600,224.37850000000003,-0.0012133195524199891,0.009064268594522432
2024-09-16,216.08,216.98,213.68,216.3,59357400,223.8925,-0.02780527310357228,0.010788597239145466
2024-09-17,216.55,216.66,214.26,215.51,45519300,223.43799999999996,0.0021751203258053575,0.010827958112248867
2024-09-18,220.45,222.47,217.3,217.31,59894900,223.14750000000004,0.018009697529438817,0.011683946418392344
2024-09-19,228.62,229.57,224.38,224.74,66781300,223.27100000000002,0.037060557949648576,0.014490004553970197
2024-09-20,227.95,232.83,227.37,229.72,318679900,223.4545,-0.0029306272417112256,0.014365843207035133
2024-09-23,226.22,229.2,225.56,227.09,54146000,223.436,-0.007589383636762426,0.014307220442941684
2024-09-24,227.12,229.1,225.48,228.4,43556100,223.44549999999998,0.003978428078861285,0.014331467679356608
2024-09-25,226.12,227.04,223.77,224.68,42308700,223.3625,-0.004402958788305766,0.014339368452112672
2024-09-26,227.27,228.25,225.16,227.05,36636700,223.414,0.005085795153016104,0.014301687348388029
2024-09-27,227.54,229.27,227.05,228.21,34026000,223.314,0.0011880142561710993,0.01390680751963583
2024-09-30,232.74,232.74,229.4,229.79,54541900,223.51350000000002,0.022853124725323193,0.014812200986760915
2024-10-01,225.96,229.4,223.49,229.27,63285000,223.68500000000003,-0.02913121938643981,0.015011327595665083
2024-10-02,226.53,227.12,222.77,225.64,32880600,223.981,0.0025225703664364385,0.014846084747080946
2024-10-03,225.42,226.56,223.07,224.89,34044200,224.14500000000004,-0.004900013243279044,0.014850945980112613
2024-10-04,226.55,227.75,223.88,227.65,37245100,224.4435,0.005012864874456735,0.01475923923748195
2024-10-07,221.45,225.44,221.09,224.25,39505400,224.48250000000002,-0.02251158684617094,0.015703149572157852
2024-10-08,225.52,225.73,223.0,224.05,31855700,224.76499999999996,0.018378866561300722,0.016177804771634406
2024-10-09,229.29,229.5,224.58,224.98,33591100,225.10849999999996,0.01671692089393395,0.016386892099676812
2024-10-10,228.79,229.25,226.92,227.53,28183500,225.42149999999998,-0.00218064459854328,0.01640772167086138
2024-10-11,227.3,229.16,227.09,229.05,31759200,225.67349999999996,-0.0065125224004545235,0.016496659251508547
2024-10-14,231.05,231.48,228.35,228.45,39882100,226.42199999999997,0.01649802023757152,0.015322379818075514
2024-10-15,233.59,237.23,232.11,233.35,64751400,227.27400000000003,0.010993291495347224,0.015409901086787024
2024-10-16,231.53,231.86,229.59,231.35,34082200,227.82799999999997,-0.008818870670833534,0.015284851332120987
2024-10-17,231.89,233.59,230.27,233.17,32993800,227.9915,0.0015548740983888365,0.012951303157569588
2024-10-18,234.74,235.92,233.75,235.92,46431500,228.331,0.012290310060804721,0.013166567527740411
2024-10-21,236.22,236.59,234.19,234.19,36254500,228.831,0.0063048479168441585,0.013024679631853879
2024-10-22,235.6,235.96,232.34,233.63,38846600,229.25499999999997,-0.002624671916010568,0.013062089533408296
2024-10-23,230.51,234.88,227.51,233.82,52287000,229.47449999999998,-0.021604414261460092,0.014030467752083074
2024-10-24,230.32,230.57,228.16,229.73,31109500,229.627,-0.0008242592512255342,0.014003333333580436
2024-10-25,231.16,232.96,229.32,229.49,38802300,229.80800000000005,0.0036470996873914086,0.01401807476965734
2024-10-28,233.14,234.47,232.29,233.06,36087100,229.82799999999997,0.008565495760512132,0.013178443490778843
2024-10-29,233.41,234.07,232.06,232.84,35417200,230.20049999999998,0.001158102427725849,0.011230523750523554
2024-10-30,229.85,233.21,229.3,232.35,47070900,230.3665,-0.015252131442526018,0.011846999559068346
2024-10-31,225.66,229.58,225.12,229.09,64370100,230.37849999999997,-0.018229279965194634,0.012538932912754422
2024-11-01,222.67,225.1,220.03,220.73,65276700,230.18449999999999,-0.013250022157227703,0.012826184313163859
2024-11-04,221.77,222.55,219.47,220.75,44944500,230.2005,-0.004041855660843252,0.011803692824981414
2024-11-05,223.2,223.7,220.9,221.56,28111300,230.08450000000002,0.006448121928123607,0.011114708933973557
2024-11-06,222.48,225.82,220.95,222.37,54561100,229.744,-0.003225806451612856,0.01036185412856706
2024-11-07,227.23,227.63,224.32,224.38,42137700,229.66600000000003,0.021350233728874457,0.011543668955689928
2024-11-08,226.96,228.66,226.41,227.17,38328800,229.64900000000003,-0.0011882233859964453,0.011453380446600102
2024-11-11,224.23,225.7,221.5,225.0,42005600,229.308,-0.012028551286570432,0.01105850697735721
2024-11-12,224.23,225.59,223.36,224.55,40398300,228.84,0.0,0.010674593294158336
2024-11-13,225.12,226.65,222.76,224.01,48566200,228.51950000000002,0.0039691388306650754,0.010626811815248924
2024-11-14,228.22,228.87,225.0,225.02,44923900,228.33599999999996,0.01377043354655294,0.011141100909675293
2024-11-15,225.0,226.92,224.27,226.4,47923700,227.849,-0.014109192884059207,0.011079970949288675
2024-11-18,228.02,229.74,225.17,225.25,44686000,227.439,0.013422222222222224,0.01147014450588326
2024-11-19,228.28,230.16,226.66,226.98,36211800,227.073,0.0011402508551880963,0.011485096213189114
2024-11-20,229.0,229.93,225.89,228.06,35169600,226.9975,0.0031540213772560666,0.010497529703885998
2024-11-21,228.52,230.16,225.71,228.88,42108300,226.90750000000003,-0.002096069868995576,0.010504873867261325
2024-11-22,229.87,230.72,228.06,228.06,38168300,226.843,0.005907579205321145,0.010562032342033451
2024-11-25,232.87,233.25,229.74,231.46,90152800,226.8295,0.013050854830991332,0.010803409642312965
2024-11-26,235.06,235.57,233.33,233.33,45986200,226.91200000000003,0.00940438871473348,0.0110055062226566
2024-11-27,234.93,235.69,233.81,234.47,33498400,227.166,-0.0005530502850336072,0.010377429575026511
2024-11-29,237.33,237.81,233.97,234.81,28481400,227.74949999999998,0.010215808964372464,0.009494054141277753
2024-12-02,239.59,240.79,237.16,237.27,48137100,228.5955,0.009522605654573857,0.008840326873099307
2024-12-03,242.65,242.76,238.9,239.81,38861000,229.6395,0.012771818523310774,0.008864218261178088
2024-12-04,243.01,244.11,241.25,242.87,44383900,230.62999999999997,0.0014836183803832448,0.00887765974844341
2024-12-05,243.04,244.54,242.13,243.99,40033900,231.658,0.00012345170980609943,0.008759060350039129
2024-12-06,242.84,244.63,242.08,242.91,36870600,232.43849999999998,-0.0008229098090848375,0.007867304845832599
2024-12-09,246.75,247.24,241.75,241.83,44649200,233.42799999999997,0.016101136550815243,0.008280624842531597
2024-12-10,247.77,248.21,245.34,246.89,36914800,234.60500000000002,0.004133738601823644,0.007347368715187776
2024-12-11,246.49,250.8,246.26,247.96,45205800,235.718,-0.005166081446502768,0.0076192699767598385
2024-12-12,247.96,248.74,245.68,246.89,32777500,236.85999999999999,0.005963730780153442,0.007621272788519955
2024-12-13,248.13,249.29,246.24,247.82,33155300,237.85550000000003,0.000685594450717808,0.007374733105743924
2024-12-16,251.04,251.38,247.65,247.99,51694800,239.15750000000003,0.011727723370813736,0.006158212908840396
2024-12-17,253.48,253.83,249.78,250.08,51356400,240.4305,0.009719566602931717,0.005960258287489827
2024-12-18,248.05,254.28,247.74,252.16,56774100,241.419,-0.021421808426700273,0.008420912272498797
2024-12-19,249.79,252.0,247.09,247.5,60882300,242.45850000000002,0.007014714775246844,0.008440014985854616
2024-12-20,254.49,255.0,245.69,248.04,147495300,243.75699999999998,0.01881580527643223,0.008878367785042937
2024-12-23,255.27,255.65,253.45,254.77,40858800,245.027,0.0030649534362843234,0.008893127054056562
2024-12-24,258.2,258.21,255.29,255.49,23234700,246.2935,0.011478042856583048,0.008827616343208621
2024-12-26,259.02,260.1,257.63,258.19,27237100,247.4915,0.003175832687838831,0.008781720655827805
2024-12-27,255.59,258.7,253.06,257.83,42355300,248.52450000000005,-0.013242220677939898,0.009615368487478156
2024-12-30,252.2,253.5,250.75,252.23,35557500,249.26800000000003,-0.013263429711647623,0.010262416981831765
2024-12-31,250.42,253.28,249.43,252.44,39480700,249.8095,-0.007057890563045177,0.010384684336880909
